press,title,naver_news_text,naver_news_url,body,press_html,title_html,body_html,label
서울경제,"쏘카, 전기차 운영으로탄소배출권 거래 가능해졌다",네이버뉴스,https://n.news.naver.com/mnews/article/011/0004202113?sid=105,,서울경제,"쏘카, 전기차 운영으로 탄소배출권 거래 가능해졌다","국토부 '탄소배출권 외부사업' 최종 승인
2027년까지 전기차 1.6만대 수준으로 확대
[서울경제]
모빌리티 혁신 플랫폼 쏘카가 내연기관 카셰어링 차량을 전기차로 교체 운영해 감축한 온실가스만큼 탄소배출권을 획득할 수 있게 됐다.
쏘카는 국토교통부에서 이 같은 내용을 골자로 하는 '탄소배출권 외부사업'을 최종 승인받았다고 15일 밝혔다.
쏘카는 이 사업으로 매년 국토부에서 온실가스 감축 실적을 인증받아 획득한 탄소배출권을 배출권 할당 업체에 매각하거나 배출권 시장에서 거래할 수 있다. 전기차 운영을 통한 탄소배출권 외부사업 승인을 받기는 국내 카셰어링 업체 중 쏘카가 최초다.
쏘카는 이번 사업의 검증과 운영을 위해 자체 개발한 차량관제단말기 STS(Socar Telematics System)을 활용한다. STS는 차량 주행거리, 배터리 충·방전 정보 등 다양한 정보를 차량으로부터 수집하고 무선통신을 통해 실시간으로 쏘카의 차량 관제 시스템에 전송한다.
쏘카는 2027년까지 약 8만 톤의 탄소를 절감할 것으로 보고 있다. 쏘카 전기차 한 대당 연간 평균 주행거리는 약 3만 4000㎞로 차 한 대당 연간 2.5톤의 탄소를 절감할 수 있는 것으로 추산된다.
쏘카는 현재 운영 중인 700여대의 전기차를 2027년까지 1만 6000여대까지 확대할 방침이다.
정진호 쏘카 EV전략사업팀장은 ""이번 탄소배출권 외부사업 승인은 지속가능한 모빌리티 서비스를 구축하고 탄소중립 사회로의 전환을 앞당기는 계기가 될 것""이라며 ""확보한 탄소배출권을 통해 전기차 서비스를 위한 인프라에 재투자하고 더 많은 고객들이 전기차를 이용할 수 있는 선순환 구조를 만들어 나가겠다""고 말했다.
한편 쏘카는 환경부의 한국형 무공해차 전환 100(K-EV100)에 참여해 오는 2030년까지 모든 쏘카 차량을 무공해 차량으로 전환할 계획이다.",탄소배출
서울경제,"쏘카,탄소배출권 외부사업 국토부서 승인",네이버뉴스,https://n.news.naver.com/mnews/article/011/0004202113?sid=105,,서울경제,"쏘카, 전기차 운영으로 탄소배출권 거래 가능해졌다","국토부 '탄소배출권 외부사업' 최종 승인
2027년까지 전기차 1.6만대 수준으로 확대
[서울경제]
모빌리티 혁신 플랫폼 쏘카가 내연기관 카셰어링 차량을 전기차로 교체 운영해 감축한 온실가스만큼 탄소배출권을 획득할 수 있게 됐다.
쏘카는 국토교통부에서 이 같은 내용을 골자로 하는 '탄소배출권 외부사업'을 최종 승인받았다고 15일 밝혔다.
쏘카는 이 사업으로 매년 국토부에서 온실가스 감축 실적을 인증받아 획득한 탄소배출권을 배출권 할당 업체에 매각하거나 배출권 시장에서 거래할 수 있다. 전기차 운영을 통한 탄소배출권 외부사업 승인을 받기는 국내 카셰어링 업체 중 쏘카가 최초다.
쏘카는 이번 사업의 검증과 운영을 위해 자체 개발한 차량관제단말기 STS(Socar Telematics System)을 활용한다. STS는 차량 주행거리, 배터리 충·방전 정보 등 다양한 정보를 차량으로부터 수집하고 무선통신을 통해 실시간으로 쏘카의 차량 관제 시스템에 전송한다.
쏘카는 2027년까지 약 8만 톤의 탄소를 절감할 것으로 보고 있다. 쏘카 전기차 한 대당 연간 평균 주행거리는 약 3만 4000㎞로 차 한 대당 연간 2.5톤의 탄소를 절감할 수 있는 것으로 추산된다.
쏘카는 현재 운영 중인 700여대의 전기차를 2027년까지 1만 6000여대까지 확대할 방침이다.
정진호 쏘카 EV전략사업팀장은 ""이번 탄소배출권 외부사업 승인은 지속가능한 모빌리티 서비스를 구축하고 탄소중립 사회로의 전환을 앞당기는 계기가 될 것""이라며 ""확보한 탄소배출권을 통해 전기차 서비스를 위한 인프라에 재투자하고 더 많은 고객들이 전기차를 이용할 수 있는 선순환 구조를 만들어 나가겠다""고 말했다.
한편 쏘카는 환경부의 한국형 무공해차 전환 100(K-EV100)에 참여해 오는 2030년까지 모든 쏘카 차량을 무공해 차량으로 전환할 계획이다.",탄소배출
지디넷코리아,"쏘카, 전기차 운영으로 획득한탄소배출권 거래 가능해진다",네이버뉴스,https://n.news.naver.com/mnews/article/092/0002295422?sid=105,,지디넷코리아,"쏘카, 탄소배출권 외부사업 국토부서 승인","""전기차 운영으로 줄인 온실가스만큼 탄소배출권 얻어""
쏘카는 내연기관 공유차량을 전기자동차로 교체해 감축한 온실가스만큼 탄소배출권을 획득할 수 있는 ‘탄소배출권 외부사업’을 국토교통부로부터 승인받았다고 15일 밝혔다.
쏘카가 전기차 운행을 통해 감축한 온실가스는 탄소배출권거래제를 통해 외부에도 판매할 수 있다. 매년 국토부에서 온실가스 감축 실적을 인증받아 획득한 탄소배출권을 배출권 할당 업체에 매각하거나 배출권 시장에서 거래하는 방식이다.
회사는 2027년까지 약 8만톤의 탄소를 절감할 것으로 기대하고 있다. 쏘카 전기차 한 대당 연간 평균 주행거리는 약 3만4천㎞로, 차량 한 대당 연간 2.5톤 탄소를 절감할 수 있다. 쏘카는 현재 운영 중인 700여대 전기차 운영 규모를 2027년까지 약 1만6천대까지 확대할 방침이다.
(사진=쏘카)
이번 사업 검증과 운영을 위해, 쏘카는 자체 개발한 차량관제단말기(STS)를 활용한다. STS는 차량 주행거리, 배터리 충·방전 정보 등 수십 가지 정보를 차량으로부터 수집하고 무선통신을 통해 실시간으로 쏘카 차량 관제 시스템에 전송한다.
STS가 전송한 데이터를 쏘카 차량 관제시스템을 통해 모니터링하고 차량별 탄소감축량을 측정한다. 쏘카는 3월 한국교통안전공단 현장 평가를 거쳐 사업 인증에 필요한 기술적 데이터 정확성을 검증받았고, 유엔기후변화협약 청정개발체제 탄소배출권(UNFCCC CDM CER) 절차에 따른 타당성 검토를 완료했다.
아울러 쏘카는 환경부 한국형 무공해차 전환 100(K-EV100)에 참여해 2030년까지 모든 쏘카 차량을 무공해 차량으로 전환할 계획이다. 전기차 운영 규모 확대 외 이용 편의 증진을 위해 전기차 대여 시작 시 충전량 70% 이상을 보장하는 ‘충전 보장형’ 상품도 운영하고 있다.
이밖에도 전기차를 운행한 거리만큼 쏘카 앱에서 현금처럼 사용할 수 있는 크레딧으로 돌려주거나 탄소중립실천포인트로 환급해 주는 이벤트도 시행하고 있다.
정진호 쏘카 전기차 전략사업팀장은 “이번 탄소배출권 외부사업 승인은 지속가능한 모빌리티 서비스를 구축하고 탄소중립 사회로의 전환을 앞당기는 계기가 될 것”이라며 “확보한 탄소배출권을 통해 전기차 서비스를 위한 인프라에 재투자하고 더 많은 고객들이 전기차를 이용할 수 있는 선순환 구조를 만들어 나갈 것”이라고 했다.",탄소배출
뉴시스,"탄소기후행동기업 윈클,탄소배출권 상쇄 캠페인 호응↑",네이버뉴스,https://n.news.naver.com/mnews/article/003/0011914516?sid=102,,뉴시스,"탄소기후행동기업 윈클, 탄소배출권 상쇄 캠페인 호응↑","[창원=뉴시스] 김기진 기자 = HLB그룹은 탄소기후행동 전문기업 윈클과 함께 지난 5월 한 달 간 진행한 ‘임직원 참여 탄소배출권 상쇄 캠페인’을 마무리했다고 15일 밝혔다. 탄소중립 이슈가 대두되는 상황에서 임직원이 일상에서도 간단히 기후행동에 동참할 수 있도록 지원하기 위한 캠페인이다.
HLB 임직원은 탄소배출권 마켓플레이스 플랫폼 ‘윈클’을 통해 브라질, 캄보디아 산림복원 사업 등에서 발생한 탄소배출권을 구매하고, 이를 상쇄하며 기후행동을 실천했다.
윈클은 기존 톤(t) 단위의 탄소배출권 거래 단위를 세분화해 개인도 간편하게 구매할 수 있도록 한 것이 특징이다. 1000원부터 구매가 가능하고 일반 카드결제까지 지원해 환경에 관심을 가지는 누구나 탄소배출권 거래에 참여가 가능하다.
캠페인을 통해 임직원 구매 수량에 회사 매칭 구매까지 총 500t의 탄소배출권을 상쇄했다. 직장인 1인 하루 평균 이산화탄소 배출량이 약 9㎏임을 감안할 때 약 5만6000명의 이산화탄소 하루 배출량을 상쇄한 효과이며, 이는 HLB 2022년 전체 탄소배출량의 약 50%에 달한다.
박성훈 윈클 대표는 “최근 ESG 경영의 일환으로 임직원 참여 기반의 탄소중립 캠페인에 대한 문의가 급증하고 있다""며 “캠페인을 통해 더 많은 사람들이 탄소중립의 의미와 필요성에 대해 알 수 있는 계기가 되기를 염원한다""고 했다.
김동건 HLB 대표는 “기후위기 문제에 대한 임직원의 인식 개선과 기업의 탄소배출 저감을 위한 노력의 일환으로 이번 캠페인을 진행하게 됐다”며 “앞으로도 다양한 캠페인과 함께 오염물질 배출 저감을 위한 자원 재순환 시스템 도입 등에 힘쓸 계획”이라고 했다.
한편 HLB는 탄소배출권 상쇄 외에도 ▲루프-PV(지붕일체형 태양전지모듈) 태양광 발전설비 구축 ▲전기추진선박 운영을 통한 온실가스 배출 및 소음 저감 ▲지역사회 환경보존을 위한 플로깅 캠페인 ▲사내 에너지 절감을 위한 그린 투게더 캠페인 ▲물 사용 절감을 위한 절수탭 교체 ▲탄소중립농장에서 재배한 탄소저감 커피 교체 등을 시도했다.
한편 윈클은 최근 몇몇 기업의 임직원 참여 탄소배출권 상쇄 캠페인에 서비스를 제공한 바 있다.
서비스 정식 론칭은 오는 7월로 예정되어 있으며 다양한 산업군의 기업들과 협업을 준비하고 있다．",탄소배출
뉴시스,"HLB그룹, 윈클과 손잡고탄소배출권 상쇄에 힘 보탰다",네이버뉴스,https://n.news.naver.com/mnews/article/003/0011914516?sid=102,,뉴시스,"탄소기후행동기업 윈클, 탄소배출권 상쇄 캠페인 호응↑","[창원=뉴시스] 김기진 기자 = HLB그룹은 탄소기후행동 전문기업 윈클과 함께 지난 5월 한 달 간 진행한 ‘임직원 참여 탄소배출권 상쇄 캠페인’을 마무리했다고 15일 밝혔다. 탄소중립 이슈가 대두되는 상황에서 임직원이 일상에서도 간단히 기후행동에 동참할 수 있도록 지원하기 위한 캠페인이다.
HLB 임직원은 탄소배출권 마켓플레이스 플랫폼 ‘윈클’을 통해 브라질, 캄보디아 산림복원 사업 등에서 발생한 탄소배출권을 구매하고, 이를 상쇄하며 기후행동을 실천했다.
윈클은 기존 톤(t) 단위의 탄소배출권 거래 단위를 세분화해 개인도 간편하게 구매할 수 있도록 한 것이 특징이다. 1000원부터 구매가 가능하고 일반 카드결제까지 지원해 환경에 관심을 가지는 누구나 탄소배출권 거래에 참여가 가능하다.
캠페인을 통해 임직원 구매 수량에 회사 매칭 구매까지 총 500t의 탄소배출권을 상쇄했다. 직장인 1인 하루 평균 이산화탄소 배출량이 약 9㎏임을 감안할 때 약 5만6000명의 이산화탄소 하루 배출량을 상쇄한 효과이며, 이는 HLB 2022년 전체 탄소배출량의 약 50%에 달한다.
박성훈 윈클 대표는 “최근 ESG 경영의 일환으로 임직원 참여 기반의 탄소중립 캠페인에 대한 문의가 급증하고 있다""며 “캠페인을 통해 더 많은 사람들이 탄소중립의 의미와 필요성에 대해 알 수 있는 계기가 되기를 염원한다""고 했다.
김동건 HLB 대표는 “기후위기 문제에 대한 임직원의 인식 개선과 기업의 탄소배출 저감을 위한 노력의 일환으로 이번 캠페인을 진행하게 됐다”며 “앞으로도 다양한 캠페인과 함께 오염물질 배출 저감을 위한 자원 재순환 시스템 도입 등에 힘쓸 계획”이라고 했다.
한편 HLB는 탄소배출권 상쇄 외에도 ▲루프-PV(지붕일체형 태양전지모듈) 태양광 발전설비 구축 ▲전기추진선박 운영을 통한 온실가스 배출 및 소음 저감 ▲지역사회 환경보존을 위한 플로깅 캠페인 ▲사내 에너지 절감을 위한 그린 투게더 캠페인 ▲물 사용 절감을 위한 절수탭 교체 ▲탄소중립농장에서 재배한 탄소저감 커피 교체 등을 시도했다.
한편 윈클은 최근 몇몇 기업의 임직원 참여 탄소배출권 상쇄 캠페인에 서비스를 제공한 바 있다.
서비스 정식 론칭은 오는 7월로 예정되어 있으며 다양한 산업군의 기업들과 협업을 준비하고 있다．",탄소배출
경향신문,"HLB ""임직원 친환경 캠페인으로탄소배출권 500톤 상쇄""",네이버뉴스,https://n.news.naver.com/mnews/article/032/0003230036?sid=101,,경향신문,"HLB그룹, 윈클과 손잡고 탄소배출권 상쇄에 힘 보탰다","|
최병태 기자 piano@kyunghyang.com
HLB 그룹이 WinCL과 공동 진행한 ‘임직원 참여 탄소배출권 상쇄 캠페인’
- 5월 한달간 사내 임직원 대상 탄소배출권 상쇄 캠페인 진행, 500톤 상쇄
적극적인 환경경영 행보를 이어오고 있는 HLB그룹이 오는 7월 탄소배출권 거래 서비스 정식 론칭을 앞두고 있는 탄소기후행동 전문기업 윈클(대표 박성훈)과 함께 ‘임직원 참여 탄소배출권 상쇄 캠페인’을 성황리에 마쳤다고 15일 밝혔다.
HLB가 지난 5월 한달간 진행한 이번 행사는 최근 탄소중립 이슈가 대두되는 상황에서 임직원이 일상에서도 간단히 기후행동에 동참할 수 있도록 지원하기 위해 마련됐다.
HLB 임직원은 탄소배출권 마켓플레이스 플랫폼 ‘윈클’을 통해 브라질, 캄보디아 산림복원 사업 등에서 발생한 탄소배출권을 직접 구매하고, 이를 상쇄하며 기후행동을 실천했다. 윈클은 기존 톤(t) 단위의 탄소배출권 거래 단위를 세분화해 개인도 간편하게 구매할 수 있도록 한 것이 특징으로, 특히 1,000원부터 구매가 가능하고 일반 카드결제까지 지원해 환경에 관심을 가지는 누구나 부담없이 탄소배출권 거래에 참여 가능하다.
캠페인을 통해 임직원 구매 수량에 회사 매칭 구매까지 총 500톤의 탄소배출권을 상쇄했으며, 직장인 1인당 하루 평균 이산화탄소 배출량이 약 9kg임을 감안할 때 약 5만 6천명의 이산화탄소 하루 배출량을 상쇄한 효과이며, 이는 HLB 22년 전체 탄소배출량의 약 50%에 달한다.
윈클의 박성훈 대표는 “최근 ESG 경영의 일환으로, 임직원 참여 기반의 탄소중립 캠페인에 대한 문의가 급증하고 있다""며 “캠페인을 통해 더 많은 사람들이 탄소중립의 의미와 필요성에 대해 알 수 있는 계기가 되기를 염원한다""고 캠페인의 의의를 전했다.
김동건 HLB 대표는 “기후위기 문제에 대한 임직원의 인식 개선과 기업의 탄소배출 저감을 위한 노력의 일환으로 이번 캠페인을 진행하게 됐다”며 “앞으로도 다양한 캠페인과 함께 오염물질 배출 저감을 위한 자원 재순환 시스템 도입 등에 힘쓸 계획” 이라고 밝혔다.
한편, HLB는 탄소배출권 상쇄 외에도 ▲Roof-PV 태양광 발전설비 구축 ▲전기추진선박 운영을 통한 온실가스 배출 및 소음 저감 ▲지역사회 환경보존을 위한 런포어스 플로깅 캠페인 ▲사내 에너지 절감을 위한 그린 투게더 캠페인 ▲물 사용 절감을 위한 절수탭 교체 ▲탄소중립농장에서 재배한 탄소저감 커피 교체 등 최근 적극적인 환경경영 행보를 이어왔다.
윈클은 탄소배출권 거래 플랫폼으로, 최근 몇몇 기업의 임직원 참여 탄소배출권 상쇄 캠페인에 서비스를 제공한 바 있다. 서비스의 정식 론칭은 2023년 7월로 예정되어 있으며 다양한 산업군의 기업들과 협업을 준비하고 있다.",탄소배출
신아일보,"KB손해보험, 유한킴벌리와탄소배출저감 실천 맞손",,,,,,,탄소배출
신아일보,"KB손보 ""탄소배출저감 실천""..유한킴벌리와 MOU",,,,,,,탄소배출
포쓰저널,"KB손해보험-유한킴벌리,탄소배출저감 실천 위해 맞손",,,,,,,탄소배출
국민일보,대구탄소배출권 수익 쏠쏠…16년간 563억원 세외수입,네이버뉴스,https://n.news.naver.com/mnews/article/005/0001616241?sid=102,,국민일보,대구 탄소배출권 수익 쏠쏠…16년간 563억원 세외수입,"대구 매립가스 자원화 시설 전경. 국민DB
대구시는 UN기후변화협약 청정개발체제(CDM)사업 탄소배출권 판매로 환경도 지키고 16년 동안 563억원의 세외수입도 벌었다고 15일 밝혔다.
시는 2007년 지자체 최초로 ‘방천리 위생매립장 매립가스 자원화사업’(2006년부터 시작)을 UN기후변화협약 CDM사업으로 등록했다. 이후 연간 27만t 정도의 온실가스(CO2)를 감축하고 있다. CDM은 1997년 기후변화협약 총회에서 채택된 교토의정서 규정에 따라 지구온난화 현상 완화를 위해 선진국과 개발도상국이 공동으로 추진하는 온실가스 감축사업이다.
시는 최근 2019년 8월~2020년 8월 온실가스 감축량(26만t)을 UN으로부터 인정받아 확보한 탄소배출권을 판매해 26억원의 세외수입을 확보했다. CDM사업 시작 후 지금까지 시는 온실가스 377만t 감축 인증과 탄소배출권 판매로 563억원의 세외수입을 올렸다. 향후 지속적인 온실가스 감축 인증과 탄소배출권 판매로 꾸준하게 세외수입을 확보할 수 있을 것으로 기대하고 있다.
방천리 위생매립장 매립가스 자원화사업 자체 수입도 있다. 방천리 위생매립장 악취의 주원인인 매립가스를 포집·정제해 한국지역난방공사 보일러의 연료로 공급하고 있다. 지금까지 매립가스 사용료로 65억원의 세외수입을 확보했다. 폐자원에너지화를 통한 화석연료 사용 대체는 물론 매립가스 누출 방지를 통한 악취 민원 해결 등 인근지역 생활환경 개선 효과도 보고 있다.
지형재 대구시 환경수자원국장은 “지방자치단체인 대구시가 지구온난화 방지에 기여해 국제연합으로부터 온실가스 감축을 인증 받는다는 것은 매우 의미있는 일”이라며 “앞으로도 지속 가능한 자원순환사회 조성에 노력해 글로벌 탄소중립에 기여하겠다”고 말했다.",탄소배출
