press,title,naver_news_text,naver_news_url,body
부산일보,[강윤경 칼럼]전기 요금에 담긴 메시지가 중요하다,네이버뉴스,https://n.news.naver.com/mnews/article/082/0001292907?sid=110,
뉴시스,전기요금정치화 우려에 독립성 강화한다더니…개편 논의 수면 아래로,네이버뉴스,https://n.news.naver.com/mnews/article/003/0012839128?sid=101,
KBS,전북 소상공인전기 요금특별 지원,네이버뉴스,https://n.news.naver.com/mnews/article/056/0011818468?sid=101,
전자신문,[ET뷰]전기요금지역차등 시행 앞두고 커지는 형평성 논란,네이버뉴스,https://n.news.naver.com/mnews/article/030/0003247451?sid=101,
전자신문,"[이슈플러스] “LMP, 권역별 동일요금역차별” vs “전력자급률 큰 영향...",네이버뉴스,https://n.news.naver.com/mnews/article/030/0003247451?sid=101,
전자신문,"[이슈플러스] LMP, 발전사업자·산업계도 우려 일색",네이버뉴스,https://n.news.naver.com/mnews/article/030/0003247642?sid=101,
뉴스1,"하반기전기료 오르나…한전 사장 ""전력망 투자위해요금정상화""",네이버뉴스,https://n.news.naver.com/mnews/article/421/0007843531?sid=101,
조선일보,韓電 사장 “송배전망 위해전기요금정상화 추진할 것”,네이버뉴스,https://n.news.naver.com/mnews/article/023/0003864027?sid=101,
베이비뉴스,"곽상언 의원 ""주택용전기요금누진제 개편 이후,전기요금지출 더 커...",,,
서울파이낸스,"[국감] ""AI·반도체 성장 지원해야""···전기요금인상 속도내나",,,
경북매일신문,"'차등전기요금제', 공정·투명성이 생명",,,
전기신문,"전기요금차등제, 지역 간 갈등 불씨…영남권 연대 놓고 논란 확산",,,
