press,title,naver_news_text,naver_news_url,body
조선비즈,서울전세품귀에 치솟는 전·월세가…임대차 시장 불안정 심화 전망,네이버뉴스,https://n.news.naver.com/mnews/article/366/0001117338?sid=101,
텐아시아,"[종합] 27억 사기 당했던 허경환, ""전세 사기꾼에...남 등쳐먹고 잘 살겠...",네이버뉴스,https://m.entertain.naver.com/article/312/0000733179,"[텐아시아=조나연 기자]
코미디언 허경환이 자취를 꿈꾸는 청년들에게 조언을 건넸다.
24일 허경환의 채널 '궁금하면 허경환'에는 과거 자취 생활부터 개그맨 준비 시절, 그리고 사업과 사기를 겪으면서 얻은 깨달음을 솔직하게 털어놓았다.
공개된 영상에서 허경환은 ""힘들게 모은 돈을 사기당하면 정말 죽는 것과 같다""며, 전세 사기 사건에 대해 분노를 드러냈다.
허경환은 이어 ""사람의 목숨을 가지고 사기 치는 거다. 남 등쳐먹고 얼마나 윤택하게 잘 살겠나, 인생은 정말 짧다""며 전세 사기꾼들에게 경고의 메시지를 남겼다. 그의 발언은 단순한 분노가 아니라, 자신이 겪은 27억 원 사기 피해와 경제적 고충을 기반으로 한 현실적 조언이었다.
영상에서 허경환은 젊은 시절 자취 경험도 상세히 전했다. 혼자 살던 자취방을 떠올리며 허경환은 ""내가 밥을 해먹거나 누구랑 약속 잡지 않으면 아무도 사주는 사람도 없고, 나 혼자 해결해야 한다. 월세 걱정도 해야 하고, 친한 형한테 돈을 빌렸다""며 ""작은방에 혼자 앉아있는데 내가 발전이 없다고 느꼈고, 엄마가 싸준 반찬에 밥만 먹어야 하는 내가 비참했다. 주변에 치킨칩 술집 이런 것들이 다 밝은데 나만 어두운 공간에 있는 것 같았다. 그래도 외롭고 서러울 때 꼭 부모님이 생각 나더라""며 어두웠던 자취 시절을 회상했다.
제작진이 ""배달에 돈을 가장 많이 쓰는 것 같다""고 소비 패턴을 얘기하자 허경환은 ""돈 쓰기 쉬운 시대인 것 같다. '내가 일주일에 몇 번을 배달 시켰나, 사치는 몇 번 했나' 이런 걸 돌이켜봐야 한다. 돈을 모으는 습관이 중요하다. 돈은 타이밍이다. 필요할 때 쓸 수 있어야 한다""고 자산 관리에 대해 조언했다.
한편, 허경환은 2007년 KBS 22기 공채 코미디언으로 데뷔한 이후 큰 인기를 끌었고, 2010년에는 닭가슴살 사업을 시작했다. 하지만 그는 동업자에게 27억 상당의 사기를 당하는 등 어려움을 겪기도 했으나 2021년 약 600억대 매출을 기록했다."
스포츠조선,"'27억 사기 피해' 허경환,전세 사기꾼에 일침 ""사람 목숨 달려, 정정당...",네이버뉴스,https://m.entertain.naver.com/article/076/0004338669,"[스포츠조선 김소희 기자] 코미디언 허경환이 전세 사기꾼들에게 일침을 날렸다.
24일 유튜브 채널 '궁금하면 허경환'에는 ""자취생들이 현실을 몰라서 알고리즘에 나타나기로 한 20년 차 독거남 (짠내 주의) | 허경환의 잔소리 EP.07""라는 제목의 영상이 업로드 됐다.
이날 허경환은 개그맨이 되기 전, 힘들었던 자취 생활을 회상하며 청춘들에게 따뜻한 조언을 전했다.
먼저 허경환은 ""자취하면 로망이 있지 않냐""라는 제작진의 물음에 ""그대들이 원하는 자취는 부모님의 품을 떠나 나만의 공간을 만드는 거고, 나는 정말 어쩔 수 없이 학교를 다니기 위해 분가를 한 것""이라며 ""로망을 꿈꿀 수도 없었다. 지금은 정보도 많이 있지만, 그때는 핸드폰 화면도 초록색이던 시기였다""라고 떠올렸다.
이어 ""자취에 대한 정보가 하나도 없었다. 어디가 원룸이 예쁜지, 어떻게 꾸미는지 하나도 몰랐다""면서 ""로망이 아니라 삶의 하나. 학교를 가기 위한 하나의 공간이었다""라고 덧붙였다.
그러면서 ""내가 옛날에 창원 사촌 형집에서 자취를 했다. 원룸이었다. 방 한칸에 같이 사는 거다. 지금 생각하면, 사촌 형이지만 너무 감사하다""며 ""방 하나에 침대도 더블 침대였다. 거기서 같이 잤다. 반대 입장이면 정말 힘들었을 것 같다""고 고마운 마음을 전했다.
두 번째 자취는 마산 친구 집이었다고. 그는 ""몇 개월 있었다. 학교가 마산이었기때문에, 한 두번 놀러갔다가 눌러살게 됐다""고 회상했다.
다만 허경환은 미용학과가 맞지 않아 결국 학교를 자퇴 하게 됐고, 27살에 개그맨을 준비하게 됐다고 설명했다. 그는 ""내가 개그맨 할 때가 27살이었다. 그때 부산에서 진짜 자취를 시작했는데, 원룸 사장님이 '침대 없지?'해서 침대를 주셨는데, 더블 침대였다. 그래서 방이 침대였다. 침대에서 산 것""이라고 너스레를 떨었다.
이어 ""나중에 내가 개그맨이 됐을 때 집주인 어머님, 그러니까 할머니가 나를 어느순간부터 TV에서 본 거다. 개그맨인 걸 인지하고 밥먹으라고 전화가 계속 왔다. 그래서 밥 먹으러 갔더니 할머니랑 나만 있었다""며 ""할머니가 계속 챙겨주셨다. 근데 내가 신인이라 정신이 없었다. 2~3년 살다가 할머니에게 인사도 못하고 이사를 갔다. 그랬더니 할머니가 전화와서 '왜 이야기도 안하고 갔냐'고 하시더라. 정말 죄송했다""고 회상했다.
또한 허경환은 ""혼자 살면서 가장 서러웠던 순간이 언제냐""라는 물음에 ""TV에 나오는 멋있는 자취방도 아니고 나혼자 유유히 들어가서 작은 방에 혼자 들어갔는데 정말 발전이 없다는 생각이 들 때""라며 ""집에 엄마가 싸준 반찬에  밥만 꺼내서 먹는데 비참했다. 형광등을 켜도 집이 어두워 보였다. 주변에 다 삼겹살, 치킨집이다. 근데 한 군데도 내가 편히 갈 수 있는 곳이 없었다""고 말했다.
이어 ""나 혼자가 가만히 앉아 있으면 엄마 생각이 많이 난다. 정말 야비해지는 게 배고플 때 생각이 난다. 외롭고 서러울 때 무조건 부모님 생각이 난다""며 ""근데 다음날 일어나면 출근해야 하니까 그냥 나가는 거다. 그때 힘들었다""고 털어놨다.
그런가 하면, 허경환은 최근 사회 문제로 떠오른 '전세 사기'에 대해서도 분노를 드러냈다.
그는 ""월세가 너무 아깝지 않냐. 진짜 생돈 나가는 거지 않냐. 그래서 내가 진짜 열심히 해서, 피땀 모아서 전세를 했는데 사기를 당하면 그건 그냥 죽는 거다""라며 ""미치는 거다. 돈의 가치를 떠나 내가 진짜 힘들게 모아온 돈이 다 날라가면 죽는 거다""라고 이야기 했다.
이어 ""사람의 목숨을 가지고 사기 치는 거다. 살인이 죽여서 살인이 아니다. 정말 죽이는 거다""라며 ""사기꾼들 잘 들어라. 남 등처먹고 남 힘들게 해서 얼마나 행복하고 윤택한 삶을 살진 모르겠지만, 정말 의미없다. 인생 짧다. 나이 들어 후회하지 말고, 정정당당하게 하라""라고 일침을 가했다.
한편, 허경환은 닭가슴살 사업으로 매출 700억 원을 올린 자수성가 사업가이기도 하다.
그는 개그맨 준비 당시 체력과 몸을 만들기 위해 시작한 닭가슴살 사업이 현재의 성공으로 이어졌다고 밝혔다.
다만, 그는 과거 사업 중 지인에게 약 27억 원의 사기를 당하며 큰 경제적 피해를 입었다. 이에 대해 허경환은 ""파산하고 통영으로 내려가야 하나 진지하게 고민했던 시기가 있었다. 모르는 번호로 전화가 오면 받지 않는다. 또 같은 일을 겪으면 버틸 수 있을지 항상 불안하다""고 털어놨다."
G1방송,"강원도, 찾아가는전세사기법률상담 창구 운영",,,
아주경제,"[김수지의 Fin Q] 곧전세계약 끝나는데…""저도 DSR 제한 받는 걸까요?...",,,
중앙이코노미뉴스,"헬스트레이너 양치승, 기부채납 건물사기피해…'보증금 0원'",,,
에너지경제,“집 못 팔고 세입자는 9년 산다?”…‘3+3+3전세법’ 논란,,,
세계일보,"도심 원룸 월세 98만원, 외곽도 84만원…“서민들 월급이 녹고 있다”",네이버뉴스,https://n.news.naver.com/mnews/article/022/0004077528?sid=101,
조선일보,전국민이 강제로 부동산 공부... “이참에 공인중개사 시험이나 봐?”,네이버뉴스,https://n.news.naver.com/mnews/article/023/0003936688?sid=102,
SBS,"15억 피해 본 양치승…국감 출석 후 ""바로잡아주길""",네이버뉴스,https://n.news.naver.com/mnews/article/055/0001302657?sid=102,
