press,title,naver_news_text,naver_news_url,body
한겨레,상속인 늘면 낮아지는유산취득세…‘양자 늘리기’ 일본식 편법 대책 ...,네이버뉴스,https://n.news.naver.com/mnews/article/028/0002737394?sid=100,
한겨레,"유산취득세, 유산세보다 상속세 실효세율 낮아",네이버뉴스,https://n.news.naver.com/mnews/article/028/0002737394?sid=100,
세정신문,기획재정부의 '유산취득세도입' 발표...상속세 전면 재정비? [지식용어...,,,
일요서울,"상속세,유산취득세과세방식으로 전환…2028년 시행 목표",,,
시빅뉴스,유산취득세전면 개편 바람직한가?,,,
뉴스웨이,[김상봉의 브레이크타임 경제뉴스]상속세 및 증여세법의 개편 방향,,,
조선비즈,韓 권한대행 복귀에도 불투명한 ‘여야정협의회’… ‘마은혁 임명 여부...,네이버뉴스,https://n.news.naver.com/mnews/article/366/0001063501?sid=100,
뉴스토마토,"[토마토레터 제626호] 수상한 김치코인, 시장과 따로 논다",,,
더벨,[더벨][thebell note]남일 아닌 상속세 개편안,,,
메트로신문,"[2025 100세 플러스 포럼]호지영 우리은행 세무사 ""75년 만에 상속세 대...",,,
굿모닝경제,"[칼럼] 상속세 개정, 올해는 진짜 가능한가?",,,
아주경제,[구멍 난 나라곳간] '고령화·기술 경쟁' 재정 부담 느는데…대책 없는...,,,
