title,content,label,trust_score,predict,sentiment_label,sentiment_score
"이재용 오늘 2심 선고, 형량 변화 있을까?","국정농단 사태로 구속된 이재용 삼성전자 부회장의 운명의 날이다. 서울고법은 5일 이재용 부회장의 뇌물공여 혐의 등에 대한 항소심 선고 공판을 연다. 공판 결과와 형량 변화가 있을지 관심이 쏠리고 있다. 이 부회장은 2017년 1월 12일 뇌물공여, 국회 위증, 횡령과 배임 피의자 혐의로 특검에 출석하여 약 22시간 동안 강도 높은 조사를 받고 2월 17일 구속됐다. 특검은 이 회장에게 징역 12년을 구형했고 1심 법원은 8월 25일 뇌물공여, 특정경제범죄 가중처벌법상 횡령, 특경법상 국외재산도피 혐의에 대해 징역 5년을 선고했다. 박 전 대통령과 이 부회장 사이에 경영권 승계라는 포괄적 현안에 대한 공감대가 있고 이를 위한 묵시적 청탁이 있었다는 것이 판단 근거였다. 이 회장은 즉각 항소했다. 2심 판결의 쟁점은 정유라 승마 지원과 미르재단과 K스포츠재단 출연에 대한 묵시적 청탁과 대가성 여부다. 박영수 특검팀은 뇌물 혐의 입증에 주력하기 위해 심리가 마무리되기 직전 승마 지원금에는 뇌물 공여 혐의를 재단 출연 건에는 단순 뇌물죄를 추가했다. 재판 업무를 맡은 삼성팀들 중 일부는 4일 출근해 결과에 따른 대응 방안을 검토하고 있는 것으로 알려졌다. 삼성 측은 2심 재판에 대해 어떤 언급도 하지 않으며 신중한 모습을 보이고 있다.",0,0.0253328271210193,0,negative,0.8989
"옥시 곽창헌 전무, 가습기 살균제 사건에 입을 열다","곽창헌 옥시레킷벤키저 코리아 대외협력 전무가 7일 연세대 지속가능발전포럼 '지속가능하고 책임있는 소비와 생산 보장을 위한 패널 토론회'에서 '가습기 살균제' 사건에 대해 입을 열었다. 곽 전무는 \""가습기 살균제 사건은 매우 불행한 사건이었다. 가습기 살균제로 인해 희생된 사람들과 가족들에게 너무나 많은 고통을 줬다\""며 사과했다. 곽 전무는 \""한국 옥시레킷벤키저 코리아의 매출은 90%나 떨어졌고 직원은 70%가 줄었다. 지속가능한 시스템 없이는 파산까지 올 수 있을 것 같아 두렵다\""고 말했다. 그는 화학 기업은 제품의 정보를 소비자가 알 수 있도록 해야 한다고 강조했다. 곽 전무는 \""화학제품은 위험을 수반한다. 특히, 제품의 위험성에 관련된 정보를 소비자에게 알릴 필요가 있다. 지속가능성은 제조, 생산은 물론 마케팅에서도 핵심 가치가 된다\""고 말했다. 가습기 살균제 사건 이후 옥시의 변화에 대해서도 언급했다. 그는 \""피해자 95% 이상이 보상을 받았다. 옥시는 UN으로부터 권고 받은 유엔 인권지침(UNGPs)을 따랐다. 쉽지는 않았다. 또한, 인권이 기업에 미치는 영향을 이해하면 기업이 평판 리스크를 더 잘 관리할 수 있다는 것을 알 수 있었다. 운영 비용을 줄이는 데도 도움이 된다\""고 밝혔다. 곽 전무는 \""소비자들은 화학 제품에 대한 두려움을 갖고 있다. 열린 소통을 통해 지속 가능한 해결책을 찾아야 한다\""라고 강조했다.",0,0.0715334415435791,0,negative,0.6811
삼성은 CSR(기업의 사회적 책임) 공부 중,"삼성전자가 기업의 사회적 책임(Corporate Social Responsibility) 공부에 열중하고 있다. 삼성전자는 지난 7일 <다시, CSR을 말하다> 스페셜 리포트를 발간했다. 총 4회차로 CSR 개념의 역사적 변화, 기업 CSR 평가, 세계 각국 사례 등을 다룰 예정이며 현재 2회차까지 공식 뉴스룸을 통해 공개했다. 기업에서 CSR 콘텐츠를 제대로 다루는 경우는 드물다. 기껏해야 자사의 사회공헌 활동 이벤트, 협약 등을 보도자료 형태로 공개하는 수준이었다. 삼성전자도 마찬가지였다. 이번 삼성전자의 스페셜 리포트는 다르다. 삼성은 보고서를 통해 이윤을 추구하는 기업이 '사회적 책임'을 생각하지 않을 수 없는 이유에 대해서 깊이있게 고민하고 하워드 보웬, 데이비드 코튼, 마이클 포터, 존 가드너 등 유명 인사의 발언을 인용해 스스로 답하고 있다. 14일 내 놓은 2회차 보고서 말미에는 \""기업은 그 사회적 힘에 걸맞게 책임 있는 행동을 해야 한다\""는 부인할 수 없는 명제이며 그다음으로 제기되는 질문으로 \""어떻게 하면 책임을 다할 수 있으며, 그 정도는 무슨 수로 파악할 것인가?\""로 마무리했다. 이는 지난해 말 부임한 이인용 사회봉사단장(사장)의 고민과도 일치한다. 이 단장은 취임식에서 \""한 차원 높은 수준의 사회공헌 방향을 심도 있게 연구하고 있다\""고 밝혔다. 이어 그는 \""앞으로 '제대로 된', '의미 있는' 사회공헌 활동이 지속되도록 하겠다\""며 \""새로운 사회공헌의 틀 속에는 경영진, 임직원들의 마음이 담겨 사회와 커뮤니케이션해야 할 것\""이라고 전했다. 실제 삼성전자의 <다시, CSR을 말하다> 스페셜 리포트는 사회공헌 부서 담당자들이 공부할 만한 기업 CSR 평가 등 생소하고 난해한 내용을 일반 소비자와 공유할 만큼 쉽게 설명하고 있다. 삼성전자는 이번 리포트를 통해 \""기업의 사회적 책임에 관한 사회적 담론을 정리하고, 향후 어떤 전략이 가능한지 짚어보고 있다.\""고 밝혔다. 삼성전자의 CSR 전략이 어떻게 전개될지 관심이 쏠리는 상황이다.",0,0.0526582114398479,0,neutral,0.9208
근로시간 단축 대상서 5인 미만 사업장 제외...노동계 반발,"국회 환경노동위원회가 27일 주당 근로시간 한도를 68시간에서 52시간으로 단축하는 내용의 근로기준법 개정안을 통과시켰다. 그러나 이 근로기준법 개정안에 5인 미만 사업장은 포함되지 않아 노동계의 반발이 이어지고 있다. 개정안에 따르면, 종업원 300인 이상 기업은 오는 7월 1일부터 주당 근로시간 52시간을 지켜야 한다. 50~299인 기업은 2020년 1월 1일, 5~49인 기업은 2021년 7월 1일부터 법을 적용한다. 그러나 개정안에는 5인 미만 기업의 근로자에 관한 내용은 빠져있다. 5인 미만 사업장은 근로기준법상 노동시간을 적용하지 못해 장시간 과로로 내몰릴 수밖에 없어 근로기준법 적용을 받는 노동자와 그렇지 못한 노동자 간의 양극화는 더 심해진다는 것이 한국노동조합총연맹의 설명이다. 한국노총에 따르면, 전체 임금 노동자 1,990만 명 중 5인 미만 사업장 소속 근로자는 28.1%인 558만 명에 달하는 것으로 추산된다. 전국민주노동조합총연맹은 \""(개정안은) 권리보호 장치가 없는 영세한 기업의 노동자들이 장시간 노동에 방치되고 있는 현실은 바꾸지 못한 문제가 있다\""고 지적했다. 이에 노동계는 국회에 5인 미만 사업장까지 근로기준법을 확대 적용하라고 촉구하고 있다. 환경노동위원회 관계자는 \""5인 미만 사업장에 대한 지원과 근로기준법 개정안은 별개의 문제\""라고 설명했다.",0,0.2614739537239074,0,neutral,0.6952
"기재부-SK, 협력통해 사회적 가치 성장과 일자리 창출 유도","SK그룹이 투자와 일자리 창출을 통해 사회적기업 생태계 활성화에 힘쓸 예정이다. 기획재정부에 따르면 최태원 SK그룹 회장은 지난 14일 서울 종로구 SK본사에서 김동연 부총리 겸 기재부 장관과 간담회를 갖고 이같은 계획을 밝혔다. 우선 동반성장펀드를 추가 조성해 올해 5400억원에서 내년 6200억원으로 규모를 늘린다. 또 6월중으로 협력사 교육 등을 위한 동반성장센터를 설립해 협력사의 경쟁력 강화를 지원할 방침이다. 또 사회적기업 생태계 활성화를 위해 민간 최초로 110억원 규모의 사회적 기업 전용펀드를 조성하고 사회적 기업 제품을 우선구매하는 방안을 추진하기로 했다. 혁신 창업가·대학생·사회적 기업가 등을 대상으로 '청년비상(飛上)' 등 다양한 벤처․창업지원 프로그램을 통해 벤처 생태계 활성화와 일자리 창출에도 기여하겠다는 계획이다. 기획재정부 산업경제과 이동훈 사무관은 \""이날 논의한 안건들이 투자와 일자리 창출로 이어질 수 있도록 관계부처가 적극적으로 검토할 예정\""이라며 \""앞으로도 기업과의 소통을 강화하여 민간주도의 사회적 가치 성장과 일자리 창출을 유도해 나갈 것\""이라고 밝혔다. 김 부총리는 정부가 추진 중인 사회적경제 활성화와 관련해 이를 앞장서서 실천해 온 SK를 높이 평가했다. 김 부총리는 \""SK그룹은 사회적기업 지원을 통해 사회적 가치뿐만 아니라 청년일자리 창출에도 크게 기여하고 있다\""며 \""사회적 가치의 창출은 기업과 국가의 지속가능한 발전에 필수적\""이라고 강조했다. 정부는 앞으로 사회적경제 정책수립과 제도개선 과정에서 SK와의 긴밀한 협력을 통해 경험과 노하우를 공유하기로 했다. 최 회장은 \""사회적 가치는 경제적 가치처럼 쉽게 측정할 수 없기 때문에, 먼저 사회적 가치를 측정하는 일부터 시작하고자 한다\""며 \""새로운 세상으로의 변화를 위해 기업의 내부자산들을 보다 효율적으로 활용하여 사회적 가치 창출을 추구해 나가겠다\""고 말했다. 한편 김 부총리와 간담회 참석자들은 사회적 기업에서 만든 행복도시락으로 오찬을 함께했다. 김 부총리는 SK그룹이 지원한 사회적 기업 '모어댄'이 제작한 백팩을 구매하기도 했다. 모어댄은 자동차 시트 천연가죽을 재활용해 가방, 악세사리 등을 생산하는 기업이다.",0,0.0172175224870443,0,neutral,0.9467
"KB국민은행, 채용서 남성 특혜... 인사팀장 구속","KB국민은행이 신입 직원 채용 서류심사 과정에서 남성 지원자 수백 명의 점수를 무더기로 올려준 사실이 드러났다. 남성 지원자 점수를 임의로 올려준 것은 2015년 상·하반기, 2016년 하반기로 각 공채 때마다 100여 명씩 모두 합쳐 300여 명이 넘는다. 검찰에 따르면 점수 합격선을 넘었던 일부 여성 지원자 중 일부는 서류전형에서 탈락했다. 검찰은 금융감독원이 의뢰한 채용 비리를 수사하면서 이 같은 사실을 적발했다고 밝혔다. 이와 관련 국민은행 측은 \""검찰 조사 중이라서 공식 입장을 표명하기 어려운 상황이다. 다만, 2016년 5대 은행 신입 행원 채용 비율은 여성이 29.9%를 상회하는 34.5% 수준이다. 남녀 비율은 51:49로 균형을 이루고 있다\""고 답했다. 검찰은 지난 6일 구속한 전 국민은행 인사팀장을 업무방해 및 남녀고용평등법 위반 혐의로 기소할 방침이라고 21일 밝혔다. 기업 인사 담당자가 채용 과정에서 성차별로 남녀고용평등법을 위반해 기소된 것은 이번이 처음이다. 심지어 구속 수사다. 더욱이 경영진이 아닌 전 인사팀장이 구속되면서 금융권에서는 그 배경을 궁금해하고 있다.",0,0.0195046663284301,0,negative,0.8699
"'땅콩회항' 조현아, 경영 복귀하나?","지난 2014년 '땅콩 회항' 사건으로 경영 일선에서 물러났던 조현아 전 대한항공 부사장이 조만간 복귀한다는 전망이 업계에서 돌고 있다. 26일 업계에 따르면 조 전 부사장은 다음 달 한진그룹 계열사 칼호텔네트워크 이사회에서 등기이사로 복귀하는 방안을 유력하게 검토하는 것으로 알려졌다. 실제로 돌아온다면, '땅콩 회항' 사건 이후 3년 4개월 만의 복귀다. 조 전 부사장은 2014년 12월 5일 뉴욕 JFK공항에서 인천공항으로 출발할 예정이었던 대한항공 KE086편 비행기에서 승무원의 견과류 서비스를 문제 삼아 폭언과 폭행을 했다. 이후 조 전 사장은 항공기를 탑승게이트로 되돌리게 한 혐의로 지난해 12월 2심에서 집행유예를 선고 받았다. 조 전 부사장은 '땅콩 회항' 사건 직후, 대한항공 부사장을 비롯해 칼호텔네트워크, 왕산레저개발, 한진관광 등 그룹 내 모든 직책을 내려놨다. 현재는 한진칼 주주 지위만 유지하고 있다. 그러나 쟁점이었던 항로변경과 관련한 부분에 관해 무죄 판결을 받아 법적 걸림돌이 사라진 만큼, 계열사로 복귀를 하려는 것으로 보인다. 조 전 부사장은 올해 1월 아버지 조양호 한진그룹 회장과 함께 평창동계올림픽 성화 봉송 주자로 나서며 집행유예 확정 이후 모습을 드러내 복귀설을 키우기도 했다. 칼호텔네트워크 홍보실 관계자는 \""조현아 전 부사장이 칼호텔네트워크로 복귀한다는 소문이 있는 것을 알고는 있지만, 아직 전해들은 바가 전혀 없어 (복귀 관련) 확답은 주기 힘들다\""는 입장을 전했다.",0,0.2787594199180603,0,negative,0.8889
"현대차그룹, 순환출자 끊고 지배구조 개선 나선다","현대자동차그룹이 사업구조 개편과 순환출자 해소를 통해 지배구조 개혁 작업에 나선다. 현대모비스와 현대글로비스를 분할 합병해 현대모비스를 최대주주 아래의 지배회사로 둔다. 또, 정몽구 현대차그룹 회장과 정의선 현대차 부회장 등 대주주와 그룹사 간 지분 매입과 매각으로 순환출자를 해소한다. 현대차그룹은 이 같은 지배구조 개선 방안을 28일 발표했다. 28일 현대모비스는 이사회를 열고 투자 및 핵심부품 사업 부문과 모듈 및 AS부품 사업 부문을 인적분할하고, 모듈 및 AS부품 사업 부문을 현대글로비스와 합병하는 안건을 의결했다. 이날 현대글로비스도 이사회를 개최하고 현대모비스에서 분할된 모듈 및 AS부품 사업 부문과의 합병을 결의했다. 분할합병 비율은 0.61대 1로 결정됐다. 현대차그룹은 '기아차-모비스-현대차-기아차', '기아차-현대제철-모비스-현대차-기아차', '현대차-글로비스-모비스-현대차'. '현대차-제철-모비스-현대차' 등 4개의 고리를 갖고 있다. 공정위는 이를 3월 말까지 개선하라고 요구했다. 기아자동차, 현대글로비스, 현대제철은 분할합병 이후 이사회를 열어 각 사의 현대모비스 지분을 대주주에게 매각하는 방안을 검토할 예정이다. 기아자동차와 현대글로비스, 현대제철은 현대모비스 지분을 각각 16.9%, 0.7%, 5.7%씩 보유하고 있다. 정몽구 회장과 정의선 부회장은 기아자동차에 합병한 현대글로비스의 지분을 매각하는 등의 방식을 통해 분할합병 이후의 모비스 지분 인수를 위한 자금 마련에 나선다. 지분거래를 마치면 순환출자고리는 모두 해소되고, 현대차그룹의 지배구조는 대주주, 현대모비스, 완성차, 개별 사업군 등으로 단순해진다. 대주주가 현대모비스 경영을 맡고, 현대모비스가 현대자동차와 기아자동차의 지배회사 역할을 맡게 된다. 현대자동차그룹 관계자는 \""10년, 20년, 그 이상 지속 가능한 사업 경쟁력 확보와 지배구조 개편을 위해 최적의 방안을 고민해 왔다\""면서 \""경영 투명성 제고와 함께 주주 중심의 경영 문화가 한층 더 강화될 수 있을 것\""이라고 밝혔다. 이에 공정위는 28일 \""현대차 기업집단이 시장의 요구에 부응해 지배 구조를 개선하려는 노력에 대해 긍정적으로 본다\""는 공식 입장을 냈다. 이러한 현대차의 결정에 대해 공정위 기업집단국 육성권 과장은 \""공정위는 기업이 자발적으로 지배구조개선에 동참하기를 바라고 있다\""고 말했다.",0,0.0214114692062139,0,neutral,0.4924
"조달청, 사회적 일자리 창출 기업에 공공입찰 우대한다","앞으로 조달청은 공공입찰 시 사회적 일자리 창출 기업, 청년 고용 우수기업, 자활기업, 마을기업 등을 우대한다. 조달청은 사회적 일자리 창출기업과 청년 고용 우수기업을 우대하고 중소, 중견기업의 정규직 전환을 촉진하기 위해 적격심사 세부기준을 개정해 1일부터 시행한다고 밝혔다. 이제부터 사회적 경제 기업인 자활기업과 마을기업도 사회적기업이나 사회적 협동조합과 똑같은 신인도 가점(2점)이 부여된다. 고용노동부가 시행하는 정규직 전환 지원사업 대상자로 승인받은 중소, 중견기업은 최근 1년 이내로 비정규직을 정규직으로 전환하면 신인도 가점(1.5점)을 받을 수 있다. 물품 분야에서는 청년고용창출 지원을 위해 고용률과 고용인원에 따라 신인도 가점(0.75∼1.25점)을 신설했다. 최근 3개월 내 평균 청년 고용률이 10% 이상이고, 청년 종업원이 10명 이상이면 1.25점이, 5% 이상이고 6인 이상이면 0.75점이 주어진다. 단순노무 용역은 근로조건 이행계획의 적정성을 평가할 때, 기존 근로기준법과 최저임금법 준수를 이외에 남녀고용평등과 일, 가정 양립 지원에 관한 법의 준수를 추가해 근로관계에 대한 법정준수 이행확약을 강화했다. 이번 기준 개정으로 자활기업 1,150곳, 마을기업 1,446곳, 정규직 전환 지원사업 승인 기업 385곳이 가점 혜택을 받을 수 있게 된다. 장익환 구매총괄과 주무관은 \""이번 세부기준 개정을 통해 사회적 일자리 창출, 고용창출 등으로 우수한 기업들이 낙찰할 가능성이 높도록 지원하는 차원이라는 것에 의의가 있다. 향후 고용 쪽은 최대한 지원할 수 있는 만큼 지원할 계획이다\""라고 말했다. 박춘섭 조달청장은 \""이번 기준 개정은 사회적 경제 기업의 지원과 고용의 질을 개선하는 등 사회적 책임을 다하는 조달기업을 우대하기 위한 것\""이라며 \""앞으로도 조달정책에 사회적 가치를 적극적으로 반영할 것\""이라 밝혔다.",0,0.004974637646228,0,neutral,0.9232
"쓰레기 대란, 순환경제가 답이다","중국발 쓰레기 대란에 순환경제가 주목받고 있다. 중국이 자국 쓰레기 재활용 비율을 높이면서 동시에 쓰레기 수입 중단을 선언한 것은 순환경제의 일환이다. 순환경제는 대량생산, 소비, 폐기의 선형적 경제 모델에 대비되는 개념이다. 자원 사용 단계에서부터 재활용을 고려한다. 자원 사용은 최소화하고 채취와 가공에 드는 비용은 줄인다. 중국 국가발전개혁위원회는 지난 2015년 2020년까지 기본적인 순환경제사회 체계를 만들겠다고 선언했다. 폐기물 재활용은 2015년 2.5억 톤에서 2020년 3.5억 톤으로 40% 이상 높일 계획이다. 지난 1월 고체 폐기물 24종 수입 중단에 앞서 꾸준히 쓰레기 수입량을 줄여왔다. 유럽연합도 마찬가지다. 2015년 EU 집행위는 2030년까지 자원 효율성 30% 향상, 생활 쓰레기 70%, 포장 폐기물 80% 재활용, 음식물 쓰레기 절반 감량하는 전략을 발표했다. 한국도 2016년 자원순환기본법을 마련했다. 자원순환 성과관리, 폐기물 처분부담금 제도 등이 담겨 있다. 2018년 1월 1일 시행됐다. 환경부 목표는 재활용 극대화, 매립 제로화다. 이러한 흐름에 맞게 순환경제를 실천하는 기업도 늘고 있다. 카펫 제조회사 인터페이스는 중고 카펫을 수거해 재처리한 뒤 다시 판매하는 `ReEntry 2.0` 시스템을 개발했다. 모든 종류의 카펫을 수거한다. 인터페이스사는 2020년까지 환경 영향을 `제로`로 만들겠다고 선언했다. 나이키는 순환경제 디자인 전문가를 채용한다. 나이키의 스테디셀러 제품인 플라이니트는 순환경제 개념이 가득 담겨있다. 160g에 불과해 자원 사용은 최소화했고, 직조 방식으로 제작해 불필요한 원자재 낭비는 줄였다. 2015년에만 90만kg 폐기 소재를 줄였다. 나이키는 신발은 물론 의류 제품 전체에 순환경제 개념을 접목하고 있다. 순환경제가 반가운 기업도 있다. 첨단 포장 기술 기업 테트라팩이다. 테트라팩은 우리가 흔히 마시는 우유 종이팩을 개발한 회사다. 지난 1월 유럽연합이 순환경제를 위한 플라스틱 전략을 발표하자 \""2030년까지 유럽 전역에서 음료팩을 전량 재활용할 수 있도록 업게 파트너와 협력하겠다\""고 나서고 있다. 순환경제 실현을 위한 기업 네트워크도 있다. 엘렌 맥아더 재단이 설립한 CE100이다. 월마트, 유니레버, 나이키, 이케아 등 100여 개 기업이 동참하고 있다.",0,0.0464931800961494,0,neutral,0.9327
